team1;team2;goals1;goals2;pen1;pen2;idx
Belgium;Canada;0;0;ND;ND;31
Morocco;Croatia;0;3;ND;ND;32
Belgium;Morocco;1;1;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;3;2;ND;ND;35
Canada;Morocco;2;1;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;2;1;ND;ND;38
Brazil;Switzerland;1;2;ND;ND;39
Cameroon;Serbia;1;1;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;5;0;ND;ND;43
Uruguay;South_Korea;2;1;ND;ND;44
Portugal;Uruguay;1;2;ND;ND;45
South_Korea;Ghana;0;0;ND;ND;46
South_Korea;Portugal;1;1;ND;ND;47
Ghana;Uruguay;0;0;ND;ND;48
Netherlands;Iran;0;0;4;5;49
Argentina;Tunisia;4;0;ND;ND;50
Japan;Canada;0;0;4;5;51
Switzerland;Portugal;2;2;4;5;52
Ecuador;United_States;0;0;3;4;53
Mexico;France;1;1;3;1;54
Spain;Croatia;0;0;3;4;55
Brazil;Uruguay;0;1;ND;ND;56
Iran;Argentina;1;1;3;2;57
Canada;Portugal;0;2;ND;ND;58
United_States;Mexico;1;1;4;2;59
Croatia;Uruguay;1;0;ND;ND;60
Iran;Portugal;0;1;ND;ND;61
United_States;Croatia;0;3;ND;ND;62
Iran;United_States;1;3;ND;ND;63
Portugal;Croatia;2;0;ND;ND;64
Qatar;Ecuador;0;0;ND;ND;1
Senegal;Netherlands;1;1;ND;ND;2
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;0;1;ND;ND;4
Netherlands;Qatar;1;3;ND;ND;5
Ecuador;Senegal;1;1;ND;ND;6
England;Iran;2;1;ND;ND;7
United_States;Wales;1;0;ND;ND;8
England;United_States;3;0;ND;ND;9
Wales;Iran;1;3;ND;ND;10
Wales;England;2;2;ND;ND;11
Iran;United_States;2;2;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;4;0;ND;ND;14
Argentina;Mexico;1;0;ND;ND;15
Poland;Saudi_Arabia;0;1;ND;ND;16
Poland;Argentina;0;0;ND;ND;17
Saudi_Arabia;Mexico;1;0;ND;ND;18
France;Australia;2;0;ND;ND;19
Denmark;Tunisia;0;1;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;1;2;ND;ND;22
Tunisia;France;0;2;ND;ND;23
Australia;Denmark;0;1;ND;ND;24
Spain;Costa_Rica;1;0;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;1;1;ND;ND;27
Japan;Costa_Rica;0;2;ND;ND;28
Japan;Spain;0;2;ND;ND;29
Costa_Rica;Germany;2;0;ND;ND;30
Belgium;Canada;1;0;ND;ND;31
Morocco;Croatia;1;1;ND;ND;32
Belgium;Morocco;2;2;ND;ND;33
Croatia;Canada;1;1;ND;ND;34
Croatia;Belgium;1;1;ND;ND;35
Canada;Morocco;2;3;ND;ND;36
Brazil;Serbia;2;0;ND;ND;37
Switzerland;Cameroon;2;0;ND;ND;38
Brazil;Switzerland;1;1;ND;ND;39
Cameroon;Serbia;0;3;ND;ND;40
Cameroon;Brazil;1;4;ND;ND;41
Serbia;Switzerland;2;2;ND;ND;42
Portugal;Ghana;2;3;ND;ND;43
Uruguay;South_Korea;2;0;ND;ND;44
Portugal;Uruguay;0;0;ND;ND;45
South_Korea;Ghana;2;1;ND;ND;46
South_Korea;Portugal;0;1;ND;ND;47
Ghana;Uruguay;0;3;ND;ND;48
Qatar;Iran;3;1;ND;ND;49
Argentina;Denmark;3;0;ND;ND;50
Spain;Belgium;3;1;ND;ND;51
Brazil;Portugal;1;0;ND;ND;52
Ecuador;England;0;1;ND;ND;53
Saudi_Arabia;France;0;3;ND;ND;54
Costa_Rica;Morocco;1;2;ND;ND;55
Switzerland;Uruguay;1;0;ND;ND;56
Qatar;Argentina;0;3;ND;ND;57
Spain;Brazil;0;2;ND;ND;58
England;France;0;0;3;4;59
Morocco;Switzerland;1;4;ND;ND;60
Argentina;Brazil;3;1;ND;ND;61
France;Switzerland;0;1;ND;ND;62
Brazil;France;2;0;ND;ND;63
Argentina;Switzerland;0;2;ND;ND;64
Qatar;Ecuador;2;0;ND;ND;1
Senegal;Netherlands;1;3;ND;ND;2
Qatar;Senegal;1;5;ND;ND;3
Netherlands;Ecuador;3;0;ND;ND;4
Netherlands;Qatar;3;0;ND;ND;5
Ecuador;Senegal;3;0;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;0;0;ND;ND;8
England;United_States;1;2;ND;ND;9
Wales;Iran;0;1;ND;ND;10
Wales;England;3;2;ND;ND;11
Iran;United_States;2;1;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;0;2;ND;ND;14
Argentina;Mexico;2;2;ND;ND;15
Poland;Saudi_Arabia;1;1;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;0;3;ND;ND;18
France;Australia;2;0;ND;ND;19
Denmark;Tunisia;4;2;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;1;3;ND;ND;22
Tunisia;France;1;3;ND;ND;23
Australia;Denmark;0;1;ND;ND;24
Spain;Costa_Rica;1;1;ND;ND;25
Germany;Japan;4;3;ND;ND;26
Spain;Germany;0;1;ND;ND;27
Japan;Costa_Rica;4;0;ND;ND;28
Japan;Spain;1;3;ND;ND;29
Costa_Rica;Germany;3;1;ND;ND;30
Belgium;Canada;3;0;ND;ND;31
Morocco;Croatia;0;3;ND;ND;32
Belgium;Morocco;0;1;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;0;1;ND;ND;35
Canada;Morocco;1;0;ND;ND;36
Brazil;Serbia;3;0;ND;ND;37
Switzerland;Cameroon;3;0;ND;ND;38
Brazil;Switzerland;2;1;ND;ND;39
Cameroon;Serbia;2;2;ND;ND;40
Cameroon;Brazil;2;3;ND;ND;41
Serbia;Switzerland;2;1;ND;ND;42
Portugal;Ghana;5;0;ND;ND;43
Uruguay;South_Korea;0;1;ND;ND;44
Portugal;Uruguay;1;1;ND;ND;45
South_Korea;Ghana;3;1;ND;ND;46
South_Korea;Portugal;1;0;ND;ND;47
Ghana;Uruguay;0;0;ND;ND;48
Netherlands;United_States;2;2;3;1;49
Argentina;Denmark;1;0;ND;ND;50
Germany;Belgium;0;1;ND;ND;51
Brazil;Portugal;2;0;ND;ND;52
Senegal;Iran;0;1;ND;ND;53
Mexico;France;0;2;ND;ND;54
Spain;Croatia;1;1;2;4;55
Serbia;South_Korea;1;0;ND;ND;56
Netherlands;Argentina;0;1;ND;ND;57
Belgium;Brazil;1;4;ND;ND;58
Iran;France;2;0;ND;ND;59
Croatia;Serbia;0;1;ND;ND;60
Argentina;Brazil;2;1;ND;ND;61
Iran;Serbia;1;2;ND;ND;62
Brazil;Iran;1;0;ND;ND;63
Argentina;Serbia;3;2;ND;ND;64
Qatar;Ecuador;4;2;ND;ND;1
Senegal;Netherlands;1;3;ND;ND;2
Qatar;Senegal;0;0;ND;ND;3
Netherlands;Ecuador;1;1;ND;ND;4
Netherlands;Qatar;2;1;ND;ND;5
Ecuador;Senegal;0;0;ND;ND;6
England;Iran;3;1;ND;ND;7
United_States;Wales;0;2;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;1;0;ND;ND;10
Wales;England;1;0;ND;ND;11
Iran;United_States;1;1;ND;ND;12
Argentina;Saudi_Arabia;2;0;ND;ND;13
Mexico;Poland;0;0;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;3;2;ND;ND;16
Poland;Argentina;1;2;ND;ND;17
Saudi_Arabia;Mexico;1;3;ND;ND;18
France;Australia;4;1;ND;ND;19
Denmark;Tunisia;3;0;ND;ND;20
France;Denmark;0;0;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
Tunisia;France;2;1;ND;ND;23
Australia;Denmark;3;0;ND;ND;24
Spain;Costa_Rica;2;0;ND;ND;25
Germany;Japan;0;0;ND;ND;26
Spain;Germany;1;2;ND;ND;27
Japan;Costa_Rica;0;1;ND;ND;28
Japan;Spain;0;5;ND;ND;29
Costa_Rica;Germany;0;3;ND;ND;30
Belgium;Canada;3;1;ND;ND;31
Morocco;Croatia;1;1;ND;ND;32
Belgium;Morocco;0;1;ND;ND;33
Croatia;Canada;2;0;ND;ND;34
Croatia;Belgium;1;1;ND;ND;35
Canada;Morocco;1;3;ND;ND;36
Brazil;Serbia;0;1;ND;ND;37
Switzerland;Cameroon;1;0;ND;ND;38
Brazil;Switzerland;2;0;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;1;1;ND;ND;41
Serbia;Switzerland;3;1;ND;ND;42
Portugal;Ghana;4;0;ND;ND;43
Uruguay;South_Korea;2;0;ND;ND;44
Portugal;Uruguay;3;0;ND;ND;45
South_Korea;Ghana;2;1;ND;ND;46
South_Korea;Portugal;2;2;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Netherlands;England;1;1;3;4;49
Argentina;France;4;0;ND;ND;50
Germany;Croatia;1;2;ND;ND;51
Serbia;Uruguay;2;1;ND;ND;52
Qatar;Wales;0;1;ND;ND;53
Poland;Tunisia;2;0;ND;ND;54
Spain;Morocco;1;2;ND;ND;55
Brazil;Portugal;0;1;ND;ND;56
England;Argentina;0;1;ND;ND;57
Croatia;Serbia;1;1;3;4;58
Wales;Poland;3;1;ND;ND;59
Morocco;Portugal;0;1;ND;ND;60
Argentina;Serbia;1;1;4;2;61
Wales;Portugal;0;1;ND;ND;62
Serbia;Wales;0;2;ND;ND;63
Argentina;Portugal;1;1;6;5;64
Qatar;Ecuador;2;3;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;2;0;ND;ND;3
Netherlands;Ecuador;1;0;ND;ND;4
Netherlands;Qatar;2;0;ND;ND;5
Ecuador;Senegal;1;1;ND;ND;6
England;Iran;3;0;ND;ND;7
United_States;Wales;4;0;ND;ND;8
England;United_States;0;1;ND;ND;9
Wales;Iran;0;2;ND;ND;10
Wales;England;2;1;ND;ND;11
Iran;United_States;3;1;ND;ND;12
Argentina;Saudi_Arabia;3;0;ND;ND;13
Mexico;Poland;1;1;ND;ND;14
Argentina;Mexico;2;1;ND;ND;15
Poland;Saudi_Arabia;3;2;ND;ND;16
Poland;Argentina;1;2;ND;ND;17
Saudi_Arabia;Mexico;2;2;ND;ND;18
France;Australia;3;0;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;1;2;ND;ND;21
Tunisia;Australia;0;0;ND;ND;22
Tunisia;France;0;0;ND;ND;23
Australia;Denmark;0;3;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;4;1;ND;ND;26
Spain;Germany;2;0;ND;ND;27
Japan;Costa_Rica;0;1;ND;ND;28
Japan;Spain;1;1;ND;ND;29
Costa_Rica;Germany;1;0;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;2;2;ND;ND;32
Belgium;Morocco;3;0;ND;ND;33
Croatia;Canada;0;0;ND;ND;34
Croatia;Belgium;0;0;ND;ND;35
Canada;Morocco;0;2;ND;ND;36
Brazil;Serbia;1;2;ND;ND;37
Switzerland;Cameroon;2;2;ND;ND;38
Brazil;Switzerland;1;0;ND;ND;39
Cameroon;Serbia;0;0;ND;ND;40
Cameroon;Brazil;1;1;ND;ND;41
Serbia;Switzerland;0;1;ND;ND;42
Portugal;Ghana;4;1;ND;ND;43
Uruguay;South_Korea;0;1;ND;ND;44
Portugal;Uruguay;0;1;ND;ND;45
South_Korea;Ghana;2;2;ND;ND;46
South_Korea;Portugal;1;0;ND;ND;47
Ghana;Uruguay;2;3;ND;ND;48
Netherlands;Iran;1;0;ND;ND;49
Argentina;France;2;1;ND;ND;50
Spain;Morocco;1;0;ND;ND;51
Brazil;Uruguay;3;0;ND;ND;52
Ecuador;United_States;2;3;ND;ND;53
Poland;Denmark;1;3;ND;ND;54
Costa_Rica;Belgium;2;0;ND;ND;55
Switzerland;South_Korea;2;0;ND;ND;56
Netherlands;Argentina;1;2;ND;ND;57
Spain;Brazil;2;1;ND;ND;58
United_States;Denmark;1;1;3;4;59
Costa_Rica;Switzerland;0;1;ND;ND;60
Argentina;Spain;2;2;4;1;61
Denmark;Switzerland;2;2;4;2;62
Spain;Switzerland;1;0;ND;ND;63
Argentina;Denmark;1;1;4;5;64
Qatar;Ecuador;2;1;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;1;1;ND;ND;3
Netherlands;Ecuador;1;1;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;1;2;ND;ND;6
England;Iran;0;1;ND;ND;7
United_States;Wales;1;2;ND;ND;8
England;United_States;3;1;ND;ND;9
Wales;Iran;2;0;ND;ND;10
Wales;England;2;0;ND;ND;11
Iran;United_States;0;0;ND;ND;12
Argentina;Saudi_Arabia;2;1;ND;ND;13
Mexico;Poland;1;2;ND;ND;14
Argentina;Mexico;2;0;ND;ND;15
Poland;Saudi_Arabia;1;1;ND;ND;16
Poland;Argentina;1;4;ND;ND;17
Saudi_Arabia;Mexico;2;0;ND;ND;18
France;Australia;2;1;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;1;3;ND;ND;22
Tunisia;France;2;1;ND;ND;23
Australia;Denmark;0;0;ND;ND;24
Spain;Costa_Rica;0;0;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;1;0;ND;ND;27
Japan;Costa_Rica;0;2;ND;ND;28
Japan;Spain;1;4;ND;ND;29
Costa_Rica;Germany;0;1;ND;ND;30
Belgium;Canada;3;2;ND;ND;31
Morocco;Croatia;0;3;ND;ND;32
Belgium;Morocco;0;2;ND;ND;33
Croatia;Canada;1;0;ND;ND;34
Croatia;Belgium;1;2;ND;ND;35
Canada;Morocco;1;3;ND;ND;36
Brazil;Serbia;0;0;ND;ND;37
Switzerland;Cameroon;4;1;ND;ND;38
Brazil;Switzerland;1;2;ND;ND;39
Cameroon;Serbia;1;3;ND;ND;40
Cameroon;Brazil;0;0;ND;ND;41
Serbia;Switzerland;1;1;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;1;2;ND;ND;44
Portugal;Uruguay;0;0;ND;ND;45
South_Korea;Ghana;4;0;ND;ND;46
South_Korea;Portugal;2;2;ND;ND;47
Ghana;Uruguay;0;3;ND;ND;48
Netherlands;Iran;4;1;ND;ND;49
Argentina;Australia;4;0;ND;ND;50
Spain;Morocco;1;0;ND;ND;51
Switzerland;Portugal;0;1;ND;ND;52
Qatar;Wales;1;1;5;6;53
Saudi_Arabia;France;0;4;ND;ND;54
Germany;Croatia;2;2;2;4;55
Serbia;South_Korea;0;0;4;2;56
Netherlands;Argentina;0;1;ND;ND;57
Spain;Portugal;0;1;ND;ND;58
Wales;France;3;0;ND;ND;59
Croatia;Serbia;0;2;ND;ND;60
Argentina;Portugal;1;0;ND;ND;61
Wales;Serbia;1;1;3;4;62
Portugal;Wales;1;2;ND;ND;63
Argentina;Serbia;2;1;ND;ND;64
Qatar;Ecuador;1;0;ND;ND;1
Senegal;Netherlands;1;4;ND;ND;2
Qatar;Senegal;1;1;ND;ND;3
Netherlands;Ecuador;2;0;ND;ND;4
Netherlands;Qatar;1;1;ND;ND;5
Ecuador;Senegal;1;0;ND;ND;6
England;Iran;0;1;ND;ND;7
United_States;Wales;1;1;ND;ND;8
England;United_States;2;2;ND;ND;9
Wales;Iran;2;1;ND;ND;10
Wales;England;1;0;ND;ND;11
Iran;United_States;0;0;ND;ND;12
Argentina;Saudi_Arabia;2;0;ND;ND;13
Mexico;Poland;2;1;ND;ND;14
Argentina;Mexico;2;1;ND;ND;15
Poland;Saudi_Arabia;2;1;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;2;2;ND;ND;18
France;Australia;3;0;ND;ND;19
Denmark;Tunisia;1;0;ND;ND;20
France;Denmark;1;1;ND;ND;21
Tunisia;Australia;1;0;ND;ND;22
Tunisia;France;1;3;ND;ND;23
Australia;Denmark;1;2;ND;ND;24
Spain;Costa_Rica;4;0;ND;ND;25
Germany;Japan;3;2;ND;ND;26
Spain;Germany;2;1;ND;ND;27
Japan;Costa_Rica;3;0;ND;ND;28
Japan;Spain;2;4;ND;ND;29
Costa_Rica;Germany;0;2;ND;ND;30
Belgium;Canada;1;1;ND;ND;31
Morocco;Croatia;0;0;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;1;2;ND;ND;34
Croatia;Belgium;2;3;ND;ND;35
Canada;Morocco;0;2;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;1;0;ND;ND;38
Brazil;Switzerland;1;0;ND;ND;39
Cameroon;Serbia;0;0;ND;ND;40
Cameroon;Brazil;0;3;ND;ND;41
Serbia;Switzerland;0;4;ND;ND;42
Portugal;Ghana;1;0;ND;ND;43
Uruguay;South_Korea;2;0;ND;ND;44
Portugal;Uruguay;1;1;ND;ND;45
South_Korea;Ghana;4;0;ND;ND;46
South_Korea;Portugal;1;4;ND;ND;47
Ghana;Uruguay;0;1;ND;ND;48
Netherlands;Iran;1;0;ND;ND;49
Argentina;Denmark;2;1;ND;ND;50
Spain;Morocco;1;1;8;9;51
Brazil;Uruguay;1;0;ND;ND;52
Qatar;Wales;0;1;ND;ND;53
Mexico;France;2;0;ND;ND;54
Germany;Belgium;0;0;4;5;55
Switzerland;Portugal;2;1;ND;ND;56
Netherlands;Argentina;0;2;ND;ND;57
Morocco;Brazil;2;2;2;4;58
Wales;Mexico;1;1;5;3;59
Belgium;Switzerland;0;0;5;6;60
Argentina;Brazil;0;1;ND;ND;61
Wales;Switzerland;0;0;5;4;62
Argentina;Switzerland;1;0;ND;ND;63
Brazil;Wales;3;1;ND;ND;64
Qatar;Ecuador;0;1;ND;ND;1
Senegal;Netherlands;1;3;ND;ND;2
Qatar;Senegal;1;2;ND;ND;3
Netherlands;Ecuador;0;3;ND;ND;4
Netherlands;Qatar;2;2;ND;ND;5
Ecuador;Senegal;1;2;ND;ND;6
England;Iran;1;0;ND;ND;7
United_States;Wales;1;0;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;1;2;ND;ND;10
Wales;England;1;3;ND;ND;11
Iran;United_States;3;0;ND;ND;12
Argentina;Saudi_Arabia;4;1;ND;ND;13
Mexico;Poland;3;1;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;2;0;ND;ND;16
Poland;Argentina;1;3;ND;ND;17
Saudi_Arabia;Mexico;1;1;ND;ND;18
France;Australia;3;1;ND;ND;19
Denmark;Tunisia;2;0;ND;ND;20
France;Denmark;0;1;ND;ND;21
Tunisia;Australia;1;1;ND;ND;22
Tunisia;France;0;1;ND;ND;23
Australia;Denmark;1;2;ND;ND;24
Spain;Costa_Rica;1;0;ND;ND;25
Germany;Japan;2;0;ND;ND;26
Spain;Germany;2;2;ND;ND;27
Japan;Costa_Rica;1;0;ND;ND;28
Japan;Spain;0;4;ND;ND;29
Costa_Rica;Germany;2;0;ND;ND;30
Belgium;Canada;0;1;ND;ND;31
Morocco;Croatia;0;2;ND;ND;32
Belgium;Morocco;3;0;ND;ND;33
Croatia;Canada;0;2;ND;ND;34
Croatia;Belgium;1;3;ND;ND;35
Canada;Morocco;2;1;ND;ND;36
Brazil;Serbia;2;2;ND;ND;37
Switzerland;Cameroon;2;2;ND;ND;38
Brazil;Switzerland;3;0;ND;ND;39
Cameroon;Serbia;0;1;ND;ND;40
Cameroon;Brazil;0;4;ND;ND;41
Serbia;Switzerland;1;0;ND;ND;42
Portugal;Ghana;4;0;ND;ND;43
Uruguay;South_Korea;0;0;ND;ND;44
Portugal;Uruguay;3;1;ND;ND;45
South_Korea;Ghana;2;1;ND;ND;46
South_Korea;Portugal;1;2;ND;ND;47
Ghana;Uruguay;0;3;ND;ND;48
Ecuador;Iran;0;0;3;4;49
Argentina;France;0;1;ND;ND;50
Spain;Belgium;1;1;4;5;51
Brazil;Uruguay;1;1;4;5;52
Senegal;England;0;2;ND;ND;53
Mexico;Denmark;0;3;ND;ND;54
Germany;Canada;2;2;1;4;55
Serbia;Portugal;2;2;5;4;56
Iran;France;0;1;ND;ND;57
Belgium;Uruguay;1;0;ND;ND;58
England;Denmark;2;1;ND;ND;59
Canada;Serbia;2;1;ND;ND;60
France;Belgium;2;1;ND;ND;61
England;Canada;1;2;ND;ND;62
Belgium;England;3;1;ND;ND;63
France;Canada;4;1;ND;ND;64
Qatar;Ecuador;1;0;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;1;0;ND;ND;3
Netherlands;Ecuador;2;1;ND;ND;4
Netherlands;Qatar;2;0;ND;ND;5
Ecuador;Senegal;1;1;ND;ND;6
England;Iran;0;2;ND;ND;7
United_States;Wales;0;1;ND;ND;8
England;United_States;2;3;ND;ND;9
Wales;Iran;0;0;ND;ND;10
Wales;England;2;2;ND;ND;11
Iran;United_States;0;2;ND;ND;12
Argentina;Saudi_Arabia;2;2;ND;ND;13
Mexico;Poland;1;0;ND;ND;14
Argentina;Mexico;3;0;ND;ND;15
Poland;Saudi_Arabia;1;1;ND;ND;16
Poland;Argentina;0;2;ND;ND;17
Saudi_Arabia;Mexico;0;2;ND;ND;18
France;Australia;3;0;ND;ND;19
Denmark;Tunisia;2;1;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;0;3;ND;ND;22
Tunisia;France;0;0;ND;ND;23
Australia;Denmark;1;2;ND;ND;24
Spain;Costa_Rica;3;0;ND;ND;25
Germany;Japan;2;1;ND;ND;26
Spain;Germany;0;1;ND;ND;27
Japan;Costa_Rica;1;2;ND;ND;28
Japan;Spain;0;2;ND;ND;29
Costa_Rica;Germany;0;0;ND;ND;30
Belgium;Canada;4;0;ND;ND;31
Morocco;Croatia;2;3;ND;ND;32
Belgium;Morocco;1;0;ND;ND;33
Croatia;Canada;2;1;ND;ND;34
Croatia;Belgium;1;4;ND;ND;35
Canada;Morocco;0;2;ND;ND;36
Brazil;Serbia;3;1;ND;ND;37
Switzerland;Cameroon;3;2;ND;ND;38
Brazil;Switzerland;2;2;ND;ND;39
Cameroon;Serbia;0;2;ND;ND;40
Cameroon;Brazil;1;3;ND;ND;41
Serbia;Switzerland;2;0;ND;ND;42
Portugal;Ghana;4;0;ND;ND;43
Uruguay;South_Korea;1;3;ND;ND;44
Portugal;Uruguay;2;0;ND;ND;45
South_Korea;Ghana;2;0;ND;ND;46
South_Korea;Portugal;0;2;ND;ND;47
Ghana;Uruguay;0;4;ND;ND;48
Netherlands;Wales;1;1;4;3;49
Argentina;Denmark;0;3;ND;ND;50
Germany;Croatia;2;0;ND;ND;51
Brazil;South_Korea;1;0;ND;ND;52
Qatar;United_States;1;1;4;3;53
Mexico;France;1;1;2;4;54
Spain;Belgium;2;3;ND;ND;55
Serbia;Portugal;0;1;ND;ND;56
Netherlands;Denmark;1;0;ND;ND;57
Germany;Brazil;2;0;ND;ND;58
Qatar;France;0;1;ND;ND;59
Belgium;Portugal;0;1;ND;ND;60
Netherlands;Germany;0;1;ND;ND;61
France;Portugal;1;1;2;3;62
Netherlands;France;3;0;ND;ND;63
Germany;Portugal;0;2;ND;ND;64
Qatar;Ecuador;3;0;ND;ND;1
Senegal;Netherlands;0;2;ND;ND;2
Qatar;Senegal;0;1;ND;ND;3
Netherlands;Ecuador;1;0;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;0;2;ND;ND;6
England;Iran;0;2;ND;ND;7
United_States;Wales;1;3;ND;ND;8
England;United_States;3;1;ND;ND;9
Wales;Iran;0;2;ND;ND;10
Wales;England;3;0;ND;ND;11
Iran;United_States;2;2;ND;ND;12
Argentina;Saudi_Arabia;1;1;ND;ND;13
Mexico;Poland;2;3;ND;ND;14
Argentina;Mexico;2;3;ND;ND;15
Poland;Saudi_Arabia;1;0;ND;ND;16
Poland;Argentina;0;0;ND;ND;17
Saudi_Arabia;Mexico;3;1;ND;ND;18
France;Australia;4;0;ND;ND;19
Denmark;Tunisia;1;2;ND;ND;20
France;Denmark;1;2;ND;ND;21
Tunisia;Australia;3;1;ND;ND;22
Tunisia;France;0;1;ND;ND;23
Australia;Denmark;1;2;ND;ND;24
Spain;Costa_Rica;3;0;ND;ND;25
Germany;Japan;1;1;ND;ND;26
Spain;Germany;2;0;ND;ND;27
Japan;Costa_Rica;1;2;ND;ND;28
Japan;Spain;1;3;ND;ND;29
Costa_Rica;Germany;2;3;ND;ND;30
Belgium;Canada;1;2;ND;ND;31
Morocco;Croatia;1;2;ND;ND;32
Belgium;Morocco;0;1;ND;ND;33
Croatia;Canada;0;1;ND;ND;34
Croatia;Belgium;0;1;ND;ND;35
Canada;Morocco;3;1;ND;ND;36
Brazil;Serbia;1;0;ND;ND;37
Switzerland;Cameroon;4;1;ND;ND;38
Brazil;Switzerland;3;0;ND;ND;39
Cameroon;Serbia;1;1;ND;ND;40
Cameroon;Brazil;0;1;ND;ND;41
Serbia;Switzerland;1;0;ND;ND;42
Portugal;Ghana;1;1;ND;ND;43
Uruguay;South_Korea;1;4;ND;ND;44
Portugal;Uruguay;1;2;ND;ND;45
South_Korea;Ghana;1;2;ND;ND;46
South_Korea;Portugal;0;0;ND;ND;47
Ghana;Uruguay;1;4;ND;ND;48
Netherlands;Wales;3;3;4;2;49
Poland;Tunisia;4;0;ND;ND;50
Spain;Belgium;2;0;ND;ND;51
Brazil;South_Korea;2;1;ND;ND;52
Senegal;Iran;1;0;ND;ND;53
Saudi_Arabia;France;3;3;4;5;54
Germany;Canada;1;1;9;10;55
Serbia;Uruguay;1;1;4;2;56
Netherlands;Poland;0;0;3;0;57
Spain;Brazil;0;1;ND;ND;58
Senegal;France;0;2;ND;ND;59
Canada;Serbia;2;1;ND;ND;60
Netherlands;Brazil;1;2;ND;ND;61
France;Canada;1;2;ND;ND;62
Netherlands;France;0;4;ND;ND;63
Brazil;Canada;1;0;ND;ND;64
Qatar;Ecuador;1;2;ND;ND;1
Senegal;Netherlands;0;1;ND;ND;2
Qatar;Senegal;0;2;ND;ND;3
Netherlands;Ecuador;4;2;ND;ND;4
Netherlands;Qatar;1;0;ND;ND;5
Ecuador;Senegal;3;0;ND;ND;6
England;Iran;1;2;ND;ND;7
United_States;Wales;0;2;ND;ND;8
England;United_States;1;1;ND;ND;9
Wales;Iran;0;3;ND;ND;10
Wales;England;3;1;ND;ND;11
Iran;United_States;1;1;ND;ND;12
Argentina;Saudi_Arabia;3;1;ND;ND;13
Mexico;Poland;1;0;ND;ND;14
Argentina;Mexico;3;1;ND;ND;15
Poland;Saudi_Arabia;1;0;ND;ND;16
Poland;Argentina;0;1;ND;ND;17
Saudi_Arabia;Mexico;2;2;ND;ND;18
France;Australia;1;2;ND;ND;19
Denmark;Tunisia;3;0;ND;ND;20
France;Denmark;1;0;ND;ND;21
Tunisia;Australia;2;1;ND;ND;22
Tunisia;France;0;3;ND;ND;23
Australia;Denmark;0;2;ND;ND;24
Spain;Costa_Rica;2;1;ND;ND;25
Germany;Japan;0;2;ND;ND;26
Spain;Germany;2;1;ND;ND;27
Japan;Costa_Rica;1;0;ND;ND;28
Japan;Spain;0;1;ND;ND;29
Costa_Rica;Germany;1;2;ND;ND;30
Belgium;Canada;0;2;ND;ND;31
Morocco;Croatia;0;2;ND;ND;32
Belgium;Morocco;1;2;ND;ND;33
